Entity,Code,Year,Rye | 00000071 || Production | 005510 || tonnes
Canada,CAN,1978,605382
Canada,CAN,1979,529900
Canada,CAN,1980,456000
Canada,CAN,1981,922900
Canada,CAN,1982,928300
Canada,CAN,1983,823000
Canada,CAN,1984,652300
Canada,CAN,1985,568900
Canada,CAN,1986,608900
Canada,CAN,1987,492300
Canada,CAN,1988,267900
Canada,CAN,1989,806400
Canada,CAN,1990,599000
Canada,CAN,1991,338700
Canada,CAN,1992,281100
Canada,CAN,1993,318600
Canada,CAN,1994,399700
Canada,CAN,1995,309600
Canada,CAN,1996,309400
Canada,CAN,1997,320000
Canada,CAN,1998,408200
Canada,CAN,1999,386600
Canada,CAN,2000,260300
Canada,CAN,2001,227800
Canada,CAN,2002,133800
Canada,CAN,2003,327100
Canada,CAN,2004,397500
Canada,CAN,2005,330400
Canada,CAN,2006,382900
Canada,CAN,2007,252000
Canada,CAN,2008,297200
Canada,CAN,2009,280500
Canada,CAN,2010,237400
Canada,CAN,2011,241400
Canada,CAN,2012,336600
Canada,CAN,2013,222900
Canada,CAN,2014,217500
Canada,CAN,2015,225500
Canada,CAN,2016,436000
Canada,CAN,2017,341300
Canada,CAN,2018,236400
Canada,CAN,2019,333400
Canada,CAN,2020,487800
Central America (FAO),,1982,2
Central America (FAO),,1986,90
Central America (FAO),,1987,700
Central America (FAO),,1988,90
Central America (FAO),,1989,175
Central America (FAO),,1990,84
Central America (FAO),,1991,379
Central America (FAO),,1992,436
Central America (FAO),,1993,20
Central America (FAO),,1994,200
Central America (FAO),,1995,300
Central America (FAO),,1996,66
Central America (FAO),,1997,0
Central America (FAO),,1998,83
Central America (FAO),,1999,38
Central America (FAO),,2000,0
Central America (FAO),,2001,57
Central America (FAO),,2002,53
Central America (FAO),,2003,2
Central America (FAO),,2004,7
Central America (FAO),,2005,28
Central America (FAO),,2006,42
Central America (FAO),,2007,15
Central America (FAO),,2008,19
Central America (FAO),,2009,20
Central America (FAO),,2010,55
Central America (FAO),,2011,3
Central America (FAO),,2012,20
Central America (FAO),,2013,31
Central America (FAO),,2014,14
Central America (FAO),,2015,38
Central America (FAO),,2016,21
Central America (FAO),,2017,22
Central America (FAO),,2018,9
Central America (FAO),,2019,14
Central America (FAO),,2020,16
Central Asia (FAO),,1992,541429
Central Asia (FAO),,1993,847000
Central Asia (FAO),,1994,277900
Central Asia (FAO),,1995,98612
Central Asia (FAO),,1996,37536
Central Asia (FAO),,1997,56737
Central Asia (FAO),,1998,16167
Central Asia (FAO),,1999,21907
Central Asia (FAO),,2000,52605
Central Asia (FAO),,2001,48937
Central Asia (FAO),,2002,111743
Central Asia (FAO),,2003,44488
Central Asia (FAO),,2004,22958
Central Asia (FAO),,2005,27095
Central Asia (FAO),,2006,35934
Central Asia (FAO),,2007,75985
Central Asia (FAO),,2008,51645
Central Asia (FAO),,2009,89213
Central Asia (FAO),,2010,55520
Central Asia (FAO),,2011,34117
Central Asia (FAO),,2012,35333
Central Asia (FAO),,2013,50905
Central Asia (FAO),,2014,68103
Central Asia (FAO),,2015,46018
Central Asia (FAO),,2016,49118
Central Asia (FAO),,2017,47013
Central Asia (FAO),,2018,31058
Central Asia (FAO),,2019,31850
Central Asia (FAO),,2020,38299
Chile,CHL,1961,5131
Chile,CHL,1962,5918
Chile,CHL,1963,7098
Chile,CHL,1964,9205
Chile,CHL,1965,8482
Chile,CHL,1966,11084
Chile,CHL,1967,8450
Chile,CHL,1968,7704
Chile,CHL,1969,10159
Chile,CHL,1970,10746
Chile,CHL,1971,12332
Chile,CHL,1972,12362
Chile,CHL,1973,8463
Chile,CHL,1974,14590
Chile,CHL,1975,11100
Chile,CHL,1976,9260
Chile,CHL,1977,16420
Chile,CHL,1978,10780
Chile,CHL,1979,8970
Chile,CHL,1980,10380
Chile,CHL,1981,9210
Chile,CHL,1982,6000
Chile,CHL,1983,4460
Chile,CHL,1984,4380
Chile,CHL,1985,11480
Chile,CHL,1986,8610
Chile,CHL,1987,4796
Chile,CHL,1988,3681
Chile,CHL,1989,8917
Chile,CHL,1990,6174
Chile,CHL,1991,8686
Chile,CHL,1992,7541
Chile,CHL,1993,2905
Chile,CHL,1994,686
Chile,CHL,1995,1500
Chile,CHL,1996,2317
Chile,CHL,1997,4472
Chile,CHL,1998,2882
Chile,CHL,1999,3537
Chile,CHL,2000,2396
Chile,CHL,2001,3735
Chile,CHL,2002,219
Chile,CHL,2003,127
Chile,CHL,2004,127
Chile,CHL,2005,1981
Chile,CHL,2006,1956
Chile,CHL,2007,5017
Chile,CHL,2008,5017
Chile,CHL,2009,8477
Chile,CHL,2010,4774
Chile,CHL,2011,6430
Chile,CHL,2012,1428
Chile,CHL,2013,4147
Chile,CHL,2014,3653
Chile,CHL,2015,4722
Chile,CHL,2016,4601
Chile,CHL,2017,3934
Chile,CHL,2018,3010
Chile,CHL,2019,2803
Chile,CHL,2020,2694
China,CHN,1961,1300000
China,CHN,1962,1500000
China,CHN,1963,1300000
China,CHN,1964,1300000
China,CHN,1965,1500000
China,CHN,1966,1300000
China,CHN,1967,1300000
China,CHN,1968,1100000
China,CHN,1969,1300000
China,CHN,1970,1350000
China,CHN,1971,1300000
China,CHN,1972,1300000
China,CHN,1973,1350000
China,CHN,1974,1400000
China,CHN,1975,1500000
China,CHN,1976,1600000
China,CHN,1977,1200000
China,CHN,1978,1650000
China,CHN,1979,1800000
China,CHN,1980,1400000
China,CHN,1981,1403500
China,CHN,1982,1400000
China,CHN,1983,1550000
China,CHN,1984,1700000
China,CHN,1985,1283000
China,CHN,1986,1092000
China,CHN,1987,1315000
China,CHN,1988,1394000
China,CHN,1989,1221000
China,CHN,1990,1200000
China,CHN,1991,1461000
China,CHN,1992,1678500
China,CHN,1993,1300000
China,CHN,1994,1270500
China,CHN,1995,1200000
China,CHN,1996,973874
China,CHN,1997,1215000
China,CHN,1998,1022500
China,CHN,1999,880000
China,CHN,2000,975000
China,CHN,2001,670500
China,CHN,2002,545000
China,CHN,2003,709000
China,CHN,2004,600000
China,CHN,2005,554000
China,CHN,2006,350000
China,CHN,2007,700000
China,CHN,2008,645000
China,CHN,2009,630000
China,CHN,2010,570000
China,CHN,2011,750000
China,CHN,2012,650000
China,CHN,2013,620000
China,CHN,2014,520000
China,CHN,2015,496971
China,CHN,2016,545657
China,CHN,2017,520876
China,CHN,2018,521168
China,CHN,2019,529233
China,CHN,2020,523759
China (FAO),,1961,1300000
China (FAO),,1962,1500000
China (FAO),,1963,1300000
China (FAO),,1964,1300000
China (FAO),,1965,1500000
China (FAO),,1966,1300000
China (FAO),,1967,1300000
China (FAO),,1968,1100000
China (FAO),,1969,1300000
China (FAO),,1970,1350000
China (FAO),,1971,1300000
China (FAO),,1972,1300000
China (FAO),,1973,1350000
China (FAO),,1974,1400000
China (FAO),,1975,1500000
China (FAO),,1976,1600000
China (FAO),,1977,1200000
China (FAO),,1978,1650000
China (FAO),,1979,1800000
China (FAO),,1980,1400000
China (FAO),,1981,1403500
China (FAO),,1982,1400000
China (FAO),,1983,1550000
China (FAO),,1984,1700000
China (FAO),,1985,1283000
China (FAO),,1986,1092000
China (FAO),,1987,1315000
China (FAO),,1988,1394000
China (FAO),,1989,1221000
China (FAO),,1990,1200000
China (FAO),,1991,1461000
China (FAO),,1992,1678500
China (FAO),,1993,1300000
China (FAO),,1994,1270500
China (FAO),,1995,1200000
China (FAO),,1996,973874
China (FAO),,1997,1215000
China (FAO),,1998,1022500
China (FAO),,1999,880000
China (FAO),,2000,975000
China (FAO),,2001,670500
China (FAO),,2002,545000
China (FAO),,2003,709000
China (FAO),,2004,600000
China (FAO),,2005,554000
China (FAO),,2006,350000
China (FAO),,2007,700000
China (FAO),,2008,645000
China (FAO),,2009,630000
China (FAO),,2010,570000
China (FAO),,2011,750000
China (FAO),,2012,650000
China (FAO),,2013,620000
China (FAO),,2014,520000
China (FAO),,2015,496971
China (FAO),,2016,545657
China (FAO),,2017,520876
China (FAO),,2018,521168
China (FAO),,2019,529233
China (FAO),,2020,523759
Croatia,HRV,1992,6069
Croatia,HRV,1993,6273
Croatia,HRV,1994,7146
Croatia,HRV,1995,5051
Croatia,HRV,1996,5517
Croatia,HRV,1997,5009
Croatia,HRV,1998,5530
Croatia,HRV,1999,6246
Croatia,HRV,2000,7236
Croatia,HRV,2001,10796
Croatia,HRV,2002,9207
Croatia,HRV,2003,5967
Croatia,HRV,2004,8994
Croatia,HRV,2005,4737
Croatia,HRV,2006,5487
Croatia,HRV,2007,4364
Croatia,HRV,2008,4079
Croatia,HRV,2009,2860
Croatia,HRV,2010,2507
Croatia,HRV,2011,2949
Croatia,HRV,2012,2426
Croatia,HRV,2013,2955
Croatia,HRV,2014,2800
Croatia,HRV,2015,3356
Croatia,HRV,2016,4646
Croatia,HRV,2017,2566
Croatia,HRV,2018,4150
Croatia,HRV,2019,6990
Croatia,HRV,2020,4420
Czechia,CZE,1993,256079
Czechia,CZE,1994,275654
Czechia,CZE,1995,261938
Czechia,CZE,1996,204279
Czechia,CZE,1997,259412
Czechia,CZE,1998,261167
Czechia,CZE,1999,202373
Czechia,CZE,2000,150052
Czechia,CZE,2001,149298
Czechia,CZE,2002,119154
Czechia,CZE,2003,159312
Czechia,CZE,2004,313348
Czechia,CZE,2005,196755
Czechia,CZE,2006,74811
Czechia,CZE,2007,177507
Czechia,CZE,2008,209787
Czechia,CZE,2009,178070
Czechia,CZE,2010,118233
Czechia,CZE,2011,118456
Czechia,CZE,2012,146962
Czechia,CZE,2013,176278
Czechia,CZE,2014,129059
Czechia,CZE,2015,107874
Czechia,CZE,2016,104353
Czechia,CZE,2017,109241
Czechia,CZE,2018,120160
Czechia,CZE,2019,157560
Czechia,CZE,2020,172360
Czechoslovakia,OWID_CZS,1961,994309
Czechoslovakia,OWID_CZS,1962,916413
Czechoslovakia,OWID_CZS,1963,879810
Czechoslovakia,OWID_CZS,1964,870037
Czechoslovakia,OWID_CZS,1965,822336
Czechoslovakia,OWID_CZS,1966,789820
Czechoslovakia,OWID_CZS,1967,688947
Czechoslovakia,OWID_CZS,1968,768651
Czechoslovakia,OWID_CZS,1969,686722
Czechoslovakia,OWID_CZS,1970,453688
Czechoslovakia,OWID_CZS,1971,618752
Czechoslovakia,OWID_CZS,1972,634246
Czechoslovakia,OWID_CZS,1973,690048
Czechoslovakia,OWID_CZS,1974,671284
Czechoslovakia,OWID_CZS,1975,530058
Czechoslovakia,OWID_CZS,1976,561426
Czechoslovakia,OWID_CZS,1977,641360
Czechoslovakia,OWID_CZS,1978,629890
Czechoslovakia,OWID_CZS,1979,485770
Czechoslovakia,OWID_CZS,1980,570372
Czechoslovakia,OWID_CZS,1981,544447
Czechoslovakia,OWID_CZS,1982,583378
Czechoslovakia,OWID_CZS,1983,750555
Czechoslovakia,OWID_CZS,1984,709796
Czechoslovakia,OWID_CZS,1985,619727
Czechoslovakia,OWID_CZS,1986,546581
Czechoslovakia,OWID_CZS,1987,495923
Czechoslovakia,OWID_CZS,1988,533542
Czechoslovakia,OWID_CZS,1989,707564
Czechoslovakia,OWID_CZS,1990,736115
Czechoslovakia,OWID_CZS,1991,484045
Czechoslovakia,OWID_CZS,1992,318691
Denmark,DNK,1961,513876
Denmark,DNK,1962,512262
Denmark,DNK,1963,319871
Denmark,DNK,1964,291633
Denmark,DNK,1965,264340
Denmark,DNK,1966,136886
Denmark,DNK,1967,118398
Denmark,DNK,1968,130780
Denmark,DNK,1969,125898
Denmark,DNK,1970,133190
Denmark,DNK,1971,149960
Denmark,DNK,1972,154854
Denmark,DNK,1973,139821
Denmark,DNK,1974,167604
Denmark,DNK,1975,163233
Denmark,DNK,1976,213103
Denmark,DNK,1977,324423
Denmark,DNK,1978,314889
Denmark,DNK,1979,256614
Denmark,DNK,1980,199298
Denmark,DNK,1981,207871
Denmark,DNK,1982,234550
Denmark,DNK,1983,315363
Denmark,DNK,1984,608119
Denmark,DNK,1985,564675
Denmark,DNK,1986,545959
Denmark,DNK,1987,512790
Denmark,DNK,1988,366317
Denmark,DNK,1989,487039
Denmark,DNK,1990,545019
Denmark,DNK,1991,394634
Denmark,DNK,1992,308333
Denmark,DNK,1993,356000
Denmark,DNK,1994,423066
Denmark,DNK,1995,494600
Denmark,DNK,1996,343000
Denmark,DNK,1997,452519
Denmark,DNK,1998,537657
Denmark,DNK,1999,247782
Denmark,DNK,2000,262468
Denmark,DNK,2001,332358
Denmark,DNK,2002,229501
Denmark,DNK,2003,168526
Denmark,DNK,2004,146200
Denmark,DNK,2005,132000
Denmark,DNK,2006,130000
Denmark,DNK,2007,135300
Denmark,DNK,2008,151500
Denmark,DNK,2009,238100
Denmark,DNK,2010,254700
Denmark,DNK,2011,294300
Denmark,DNK,2012,384400
Denmark,DNK,2013,526800
Denmark,DNK,2014,677800
Denmark,DNK,2015,771700
Denmark,DNK,2016,577200
Denmark,DNK,2017,723200
Denmark,DNK,2018,476590
Denmark,DNK,2019,883510
Denmark,DNK,2020,699370
Eastern Asia (FAO),,1961,1321979
Eastern Asia (FAO),,1962,1521680
Eastern Asia (FAO),,1963,1318438
Eastern Asia (FAO),,1964,1318416
Eastern Asia (FAO),,1965,1515486
Eastern Asia (FAO),,1966,1320710
Eastern Asia (FAO),,1967,1313833
Eastern Asia (FAO),,1968,1112121
Eastern Asia (FAO),,1969,1313304
Eastern Asia (FAO),,1970,1360545
Eastern Asia (FAO),,1971,1308377
Eastern Asia (FAO),,1972,1307914
Eastern Asia (FAO),,1973,1356162
Eastern Asia (FAO),,1974,1406449
Eastern Asia (FAO),,1975,1509667
Eastern Asia (FAO),,1976,1605900
Eastern Asia (FAO),,1977,1203994
Eastern Asia (FAO),,1978,1654558
Eastern Asia (FAO),,1979,1805547
Eastern Asia (FAO),,1980,1403199
Eastern Asia (FAO),,1981,1406772
Eastern Asia (FAO),,1982,1404888
Eastern Asia (FAO),,1983,1553701
Eastern Asia (FAO),,1984,1703321
Eastern Asia (FAO),,1985,1285523
Eastern Asia (FAO),,1986,1093754
Eastern Asia (FAO),,1987,1409218
Eastern Asia (FAO),,1988,1494877
Eastern Asia (FAO),,1989,1331406
Eastern Asia (FAO),,1990,1300325
Eastern Asia (FAO),,1991,1561053
Eastern Asia (FAO),,1992,1778540
Eastern Asia (FAO),,1993,1380030
Eastern Asia (FAO),,1994,1350515
Eastern Asia (FAO),,1995,1275005
Eastern Asia (FAO),,1996,1033878
Eastern Asia (FAO),,1997,1265045
Eastern Asia (FAO),,1998,1077503
Eastern Asia (FAO),,1999,940010
Eastern Asia (FAO),,2000,1035016
Eastern Asia (FAO),,2001,738513
Eastern Asia (FAO),,2002,605019
Eastern Asia (FAO),,2003,769006
Eastern Asia (FAO),,2004,660000
Eastern Asia (FAO),,2005,614000
Eastern Asia (FAO),,2006,410000
Eastern Asia (FAO),,2007,760000
Eastern Asia (FAO),,2008,705138
Eastern Asia (FAO),,2009,690165
Eastern Asia (FAO),,2010,628622
Eastern Asia (FAO),,2011,811127
Eastern Asia (FAO),,2012,717371
Eastern Asia (FAO),,2013,687502
Eastern Asia (FAO),,2014,588138
Eastern Asia (FAO),,2015,557003
Eastern Asia (FAO),,2016,610881
Eastern Asia (FAO),,2017,585341
Eastern Asia (FAO),,2018,584409
Eastern Asia (FAO),,2019,593543
Eastern Asia (FAO),,2020,587764
Eastern Europe (FAO),,1961,24878374
Eastern Europe (FAO),,1962,23292245
Eastern Europe (FAO),,1963,19055884
Eastern Europe (FAO),,1964,20522115
Eastern Europe (FAO),,1965,24159606
Eastern Europe (FAO),,1966,20688160
Eastern Europe (FAO),,1967,20359645
Eastern Europe (FAO),,1968,22226662
Eastern Europe (FAO),,1969,19018005
Eastern Europe (FAO),,1970,17790629
Eastern Europe (FAO),,1971,20225044
Eastern Europe (FAO),,1972,17705789
Eastern Europe (FAO),,1973,18874048
Eastern Europe (FAO),,1974,22492363
Eastern Europe (FAO),,1975,15177492
Eastern Europe (FAO),,1976,20295214
Eastern Europe (FAO),,1977,14758348
Eastern Europe (FAO),,1978,20545095
Eastern Europe (FAO),,1979,13153959
Eastern Europe (FAO),,1980,16340641
Eastern Europe (FAO),,1981,16100959
Eastern Europe (FAO),,1982,22231156
Eastern Europe (FAO),,1983,25669582
Eastern Europe (FAO),,1984,23319473
Eastern Europe (FAO),,1985,22801998
Eastern Europe (FAO),,1986,21720330
Eastern Europe (FAO),,1987,23719864
Eastern Europe (FAO),,1988,23331428
Eastern Europe (FAO),,1989,25625811
Eastern Europe (FAO),,1990,29329174
Eastern Europe (FAO),,1991,21441499
Eastern Europe (FAO),,1992,22600989
Eastern Europe (FAO),,1993,18671025
Eastern Europe (FAO),,1994,14735290
Eastern Europe (FAO),,1995,14326973
Eastern Europe (FAO),,1996,14886690
Eastern Europe (FAO),,1997,16472718
Eastern Europe (FAO),,1998,11996006
Eastern Europe (FAO),,1999,12227658
Eastern Europe (FAO),,2000,12123255
Eastern Europe (FAO),,2001,15065624
Eastern Europe (FAO),,2002,14416341
Eastern Europe (FAO),,2003,9412627
Eastern Europe (FAO),,2004,10771157
Eastern Europe (FAO),,2005,9673489
Eastern Europe (FAO),,2006,7489504
Eastern Europe (FAO),,2007,9245214
Eastern Europe (FAO),,2008,10946415
Eastern Europe (FAO),,2009,10586920
Eastern Europe (FAO),,2010,5972305
Eastern Europe (FAO),,2011,7237747
Eastern Europe (FAO),,2012,7094571
Eastern Europe (FAO),,2013,8431383
Eastern Europe (FAO),,2014,7750595
Eastern Europe (FAO),,2015,5533432
Eastern Europe (FAO),,2016,6061144
Eastern Europe (FAO),,2017,6675399
Eastern Europe (FAO),,2018,5231997
Eastern Europe (FAO),,2019,5270394
Eastern Europe (FAO),,2020,7135451
Ecuador,ECU,1961,4100
Ecuador,ECU,1962,1744
Ecuador,ECU,1963,1511
Ecuador,ECU,1964,1482
Ecuador,ECU,1965,1919
Ecuador,ECU,1966,1753
Ecuador,ECU,1967,2050
Ecuador,ECU,1968,2518
Ecuador,ECU,1969,2000
Ecuador,ECU,1970,2000
Ecuador,ECU,1971,2000
Ecuador,ECU,1972,2500
Ecuador,ECU,1973,2000
Ecuador,ECU,1974,1000
Ecuador,ECU,1975,1000
Ecuador,ECU,1976,1000
Ecuador,ECU,1977,1000
Ecuador,ECU,1978,1000
Ecuador,ECU,1979,1000
Ecuador,ECU,1980,1000
Ecuador,ECU,1981,1000
Ecuador,ECU,1982,800
Ecuador,ECU,1983,700
Ecuador,ECU,1984,450
Ecuador,ECU,1985,250
Ecuador,ECU,1986,100
Ecuador,ECU,1987,312
Ecuador,ECU,1988,96
Ecuador,ECU,1989,226
Ecuador,ECU,1990,85
Ecuador,ECU,1991,74
Ecuador,ECU,1992,94
Ecuador,ECU,1993,207
Ecuador,ECU,1994,322
Ecuador,ECU,1995,63
Ecuador,ECU,1996,64
Ecuador,ECU,1997,65
Ecuador,ECU,1998,70
Ecuador,ECU,1999,65
Ecuador,ECU,2000,70
Ecuador,ECU,2001,83
Ecuador,ECU,2002,83
Ecuador,ECU,2003,82
Ecuador,ECU,2004,74
Ecuador,ECU,2005,77
Ecuador,ECU,2006,80
Ecuador,ECU,2007,90
Ecuador,ECU,2008,90
Ecuador,ECU,2009,88
Ecuador,ECU,2010,87
Ecuador,ECU,2011,86
Ecuador,ECU,2012,90
Ecuador,ECU,2013,90
Ecuador,ECU,2014,81
Ecuador,ECU,2015,79
Ecuador,ECU,2016,84
Ecuador,ECU,2017,81
Ecuador,ECU,2018,81
Ecuador,ECU,2019,82
Ecuador,ECU,2020,82
Egypt,EGY,1989,16000
Egypt,EGY,1990,16500
Egypt,EGY,1991,15000
Egypt,EGY,1992,15000
Egypt,EGY,1993,17500
Egypt,EGY,1994,19000
Egypt,EGY,1995,22000
Egypt,EGY,1996,23000
Egypt,EGY,1997,24000
Egypt,EGY,1998,25000
Egypt,EGY,1999,25000
Egypt,EGY,2000,26000
Egypt,EGY,2001,30000
Egypt,EGY,2002,30000
Egypt,EGY,2003,30000
Egypt,EGY,2004,30000
Egypt,EGY,2005,52000
Egypt,EGY,2006,75000
Egypt,EGY,2007,78000
Egypt,EGY,2008,95000
Egypt,EGY,2009,98000
Egypt,EGY,2010,98000
Egypt,EGY,2011,94110
Egypt,EGY,2012,90000
Egypt,EGY,2013,89000
Egypt,EGY,2014,90016
Egypt,EGY,2015,91431
Egypt,EGY,2016,92904
Egypt,EGY,2017,91450
Egypt,EGY,2018,91929
Egypt,EGY,2019,92095
Egypt,EGY,2020,91825
Estonia,EST,1992,153400
Estonia,EST,1993,122500
Estonia,EST,1994,41318
Estonia,EST,1995,58190
Estonia,EST,1996,62050
Estonia,EST,1997,71935
Estonia,EST,1998,54600
Estonia,EST,1999,38800
Estonia,EST,2000,60800
Estonia,EST,2001,42900
Estonia,EST,2002,41444
Estonia,EST,2003,23316
Estonia,EST,2004,18059
Estonia,EST,2005,20385
Estonia,EST,2006,17830
Estonia,EST,2007,60967
Estonia,EST,2008,65600
Estonia,EST,2009,39069
Estonia,EST,2010,25000
Estonia,EST,2011,30900
Estonia,EST,2012,57100
Estonia,EST,2013,21900
Estonia,EST,2014,49600
Estonia,EST,2015,54700
Estonia,EST,2016,32351
Estonia,EST,2017,52357
Estonia,EST,2018,29510
Estonia,EST,2019,118980
Estonia,EST,2020,78740
Europe,,1961,31669343
Europe,,1962,30928296
Europe,,1963,26453427
Europe,,1964,28621390
Europe,,1965,31365221
Europe,,1966,27086180
Europe,,1967,27807854
Europe,,1968,29663962
Europe,,1969,25636539
Europe,,1970,23950494
Europe,,1971,27268988
Europe,,1972,24725775
Europe,,1973,25193562
Europe,,1974,29199966
Europe,,1975,20737991
Europe,,1976,26047544
Europe,,1977,21030473
Europe,,1978,27104238
Europe,,1979,18853534
Europe,,1980,22349913
Europe,,1981,21283230
Europe,,1982,27638040
Europe,,1983,31219216
Europe,,1984,30079101
Europe,,1985,29139139
Europe,,1986,27720363
Europe,,1987,29585163
Europe,,1988,28535136
Europe,,1989,31863852
Europe,,1990,35670752
Europe,,1991,26485799
Europe,,1992,27256891
Europe,,1993,24292232
Europe,,1994,20244456
Europe,,1995,20924850
Europe,,1996,21106876
Europe,,1997,23097406
Europe,,1998,18938242
Europe,,1999,18162703
Europe,,2000,18110890
Europe,,2001,21775467
Europe,,2002,19516695
Europe,,2003,12910616
Europe,,2004,15976547
Europe,,2005,13607460
Europe,,2006,11244371
Europe,,2007,13492836
Europe,,2008,16390013
Europe,,2009,16472248
Europe,,2010,10272838
Europe,,2011,11314610
Europe,,2012,12685209
Europe,,2013,14953906
Europe,,2014,13661249
Europe,,2015,11252429
Europe,,2016,11112484
Europe,,2017,11231615
Europe,,2018,9104566
Europe,,2019,11058070
Europe,,2020,12958658
Europe (FAO),,1961,31799349
Europe (FAO),,1962,31057102
Europe (FAO),,1963,26588981
Europe (FAO),,1964,28766246
Europe (FAO),,1965,31475486
Europe (FAO),,1966,27168792
Europe (FAO),,1967,27911400
Europe (FAO),,1968,29759721
Europe (FAO),,1969,25717545
Europe (FAO),,1970,24020139
Europe (FAO),,1971,27363267
Europe (FAO),,1972,24809829
Europe (FAO),,1973,25260448
Europe (FAO),,1974,29253701
Europe (FAO),,1975,20771472
Europe (FAO),,1976,26101017
Europe (FAO),,1977,21099052
Europe (FAO),,1978,27168113
Europe (FAO),,1979,18904617
Europe (FAO),,1980,22391569
Europe (FAO),,1981,21318457
Europe (FAO),,1982,27671030
Europe (FAO),,1983,31246724
Europe (FAO),,1984,30116816
Europe (FAO),,1985,29165161
Europe (FAO),,1986,27742532
Europe (FAO),,1987,29604974
Europe (FAO),,1988,28551044
Europe (FAO),,1989,31878234
Europe (FAO),,1990,35685370
Europe (FAO),,1991,26498524
Europe (FAO),,1992,27267936
Europe (FAO),,1993,24304407
Europe (FAO),,1994,20257711
Europe (FAO),,1995,20935656
Europe (FAO),,1996,21117943
Europe (FAO),,1997,23107789
Europe (FAO),,1998,18945372
Europe (FAO),,1999,18166674
Europe (FAO),,2000,18110890
Europe (FAO),,2001,21775467
Europe (FAO),,2002,19516695
Europe (FAO),,2003,12910616
Europe (FAO),,2004,15976547
Europe (FAO),,2005,13607460
Europe (FAO),,2006,11244371
Europe (FAO),,2007,13492836
Europe (FAO),,2008,16390013
Europe (FAO),,2009,16472248
Europe (FAO),,2010,10272838
Europe (FAO),,2011,11314610
Europe (FAO),,2012,12685209
Europe (FAO),,2013,14953906
Europe (FAO),,2014,13661249
Europe (FAO),,2015,11252429
Europe (FAO),,2016,11112484
Europe (FAO),,2017,11231615
Europe (FAO),,2018,9104566
Europe (FAO),,2019,11058070
Europe (FAO),,2020,12958658
European Union (27),,1961,15378039
European Union (27),,1962,14427930
European Union (27),,1963,14647689
European Union (27),,1964,15222975
European Union (27),,1965,15648219
European Union (27),,1966,14226682
European Union (27),,1967,15176494
European Union (27),,1968,15969330
European Union (27),,1969,14898116
European Union (27),,1970,11618354
European Union (27),,1971,14925546
European Union (27),,1972,15219219
European Union (27),,1973,14629113
European Union (27),,1974,14635035
European Union (27),,1975,11894007
European Union (27),,1976,12712718
European Union (27),,1977,12581578
European Union (27),,1978,14051031
European Union (27),,1979,10910918
European Union (27),,1980,12667841
European Union (27),,1981,11989383
European Union (27),,1982,13283162
European Union (27),,1983,14420061
European Union (27),,1984,16465026
European Union (27),,1985,14072813
European Union (27),,1986,13235357
European Union (27),,1987,12864321
European Union (27),,1988,10984775
European Union (27),,1989,12723809
European Union (27),,1990,12615828
European Union (27),,1991,11147256
European Union (27),,1992,8716984
European Union (27),,1993,10997408
European Union (27),,1994,11325390
European Union (27),,1995,13328354
European Union (27),,1996,12144804
European Union (27),,1997,12351376
European Union (27),,1998,13004093
European Union (27),,1999,11426285
European Union (27),,2000,10223596
European Union (27),,2001,11942080
European Union (27),,2002,9189429
European Union (27),,2003,6909098
European Union (27),,2004,9998963
European Union (27),,2005,7653796
European Union (27),,2006,6513429
European Union (27),,2007,7601266
European Union (27),,2008,9211863
European Union (27),,2009,9840821
European Union (27),,2010,7320745
European Union (27),,2011,6864234
European Union (27),,2012,8713414
European Union (27),,2013,10210326
European Union (27),,2014,8890727
European Union (27),,2015,7851645
European Union (27),,2016,7400686
European Union (27),,2017,7357246
European Union (27),,2018,6141040
European Union (27),,2019,8367410
European Union (27),,2020,8913570
European Union (27) (FAO),,1961,15508045
European Union (27) (FAO),,1962,14556736
European Union (27) (FAO),,1963,14783243
European Union (27) (FAO),,1964,15367831
European Union (27) (FAO),,1965,15758484
European Union (27) (FAO),,1966,14309294
European Union (27) (FAO),,1967,15280040
European Union (27) (FAO),,1968,16065089
European Union (27) (FAO),,1969,14979122
European Union (27) (FAO),,1970,11687999
European Union (27) (FAO),,1971,15019825
European Union (27) (FAO),,1972,15303273
European Union (27) (FAO),,1973,14695999
European Union (27) (FAO),,1974,14688770
European Union (27) (FAO),,1975,11927488
European Union (27) (FAO),,1976,12766191
European Union (27) (FAO),,1977,12650157
European Union (27) (FAO),,1978,14114906
European Union (27) (FAO),,1979,10962001
European Union (27) (FAO),,1980,12709497
European Union (27) (FAO),,1981,12024610
European Union (27) (FAO),,1982,13316152
European Union (27) (FAO),,1983,14447569
European Union (27) (FAO),,1984,16502741
European Union (27) (FAO),,1985,14098835
European Union (27) (FAO),,1986,13257526
European Union (27) (FAO),,1987,12884132
European Union (27) (FAO),,1988,11000683
European Union (27) (FAO),,1989,12738191
European Union (27) (FAO),,1990,12630446
European Union (27) (FAO),,1991,11159981
European Union (27) (FAO),,1992,8728029
European Union (27) (FAO),,1993,11009583
European Union (27) (FAO),,1994,11338645
European Union (27) (FAO),,1995,13339160
European Union (27) (FAO),,1996,12155871
European Union (27) (FAO),,1997,12361759
European Union (27) (FAO),,1998,13011223
European Union (27) (FAO),,1999,11430256
European Union (27) (FAO),,2000,10223596
